video_id,num_frames,fps,label
000089,47,30.000,accident
000090,43,30.000,accident
000091,42,30.000,accident
000092,412,30.000,accident
000093,244,30.000,accident
000094,303,30.000,accident
000095,592,30.000,accident
000096,384,30.000,accident
000097,98,30.000,accident
000098,193,30.000,accident
000099,88,30.000,accident
000100,90,30.000,accident
000101,94,30.000,accident
000102,177,30.000,accident
000103,132,30.000,accident
000104,122,30.000,accident
000105,154,30.000,accident
000106,235,30.000,accident
000107,178,30.000,accident
000108,268,30.000,accident
000109,115,30.000,accident
000110,129,30.000,accident
000111,164,30.000,accident
000112,115,30.000,accident
000113,236,30.000,accident
000114,180,30.000,accident
000115,173,30.000,accident
000116,107,30.000,accident
000117,108,30.000,accident
000118,123,30.000,accident
000119,191,30.000,accident
000120,170,30.000,accident
000121,194,30.000,accident
000122,104,30.000,accident
000123,109,30.000,accident
000124,154,30.000,accident
000125,100,30.000,accident
000126,141,30.000,accident
000127,151,30.000,accident
000128,166,30.000,accident
000129,135,30.000,accident
000130,265,30.000,accident
000131,152,30.000,accident
000132,109,30.000,accident
000133,126,30.000,accident
000134,110,30.000,accident
000135,281,30.000,accident
000136,355,30.000,accident
000137,193,30.000,accident
000138,378,30.000,accident
000139,262,30.000,accident
000140,167,30.000,accident
000141,382,30.000,accident
000142,472,30.000,accident
000143,370,30.000,accident
000144,808,30.000,accident
000145,363,30.000,accident
000146,336,30.000,accident
000147,246,30.000,accident
000148,287,30.000,accident
000149,9974,30.000,accident
000150,98,30.000,accident
000151,428,30.000,accident
000152,222,30.000,accident
000153,179,30.000,accident
000154,277,30.000,accident
000155,191,30.000,accident
000156,198,30.000,accident
000157,154,30.000,accident
000158,193,30.000,accident
000159,130,30.000,accident
000160,119,30.000,accident
000161,153,30.000,accident
000162,100,30.000,accident
000163,205,30.000,accident
000164,318,30.000,accident
000165,297,30.000,accident
000166,236,30.000,accident
000167,343,30.000,accident
000168,232,30.000,accident
000169,127,30.000,accident
000170,635,30.000,accident
000171,542,30.000,accident
000172,352,30.000,accident
000173,351,30.000,accident
000174,358,30.000,accident
000175,336,30.000,accident
000176,356,30.000,accident
000177,929,30.000,accident
000178,352,30.000,accident
000179,334,30.000,accident
000180,357,30.000,accident
000181,623,30.000,accident
000182,351,30.000,accident
000183,445,30.000,accident
000184,335,30.000,accident
000185,1741,30.000,accident
000186,394,30.000,accident
000187,158,30.000,accident
000188,220,30.000,accident
000189,294,30.000,accident
000190,407,30.000,accident
000191,235,30.000,accident
000192,249,30.000,accident
000193,202,30.000,accident
000194,229,30.000,accident
000195,171,30.000,accident
000196,245,30.000,accident
000197,150,30.000,accident
000198,107,30.000,accident
000199,91,30.000,accident
000200,188,30.000,accident
000201,429,30.000,accident
000202,425,30.000,accident
000203,246,30.000,accident
000204,248,30.000,accident
000205,194,30.000,accident
000206,234,30.000,accident
000207,109,30.000,accident
000208,270,30.000,accident
000209,251,30.000,accident
000210,288,30.000,accident
000211,373,30.000,accident
000212,306,30.000,accident
000213,230,30.000,accident
000214,115,30.000,accident
000215,279,30.000,accident
000216,152,30.000,accident
000217,403,30.000,accident
000218,209,30.000,accident
000219,336,30.000,accident
000220,187,30.000,accident
000221,395,30.000,accident
000222,274,30.000,accident
000223,551,30.000,accident
000224,621,30.000,accident
000225,242,30.000,accident
000226,168,30.000,accident
000227,149,30.000,accident
000228,207,30.000,accident
000229,256,30.000,accident
000230,92,30.000,accident
000231,408,30.000,accident
000232,325,30.000,accident
000233,388,30.000,accident
000234,367,30.000,accident
000235,354,30.000,accident
000236,269,30.000,accident
000237,112,30.000,accident
000238,180,30.000,accident
000239,115,30.000,accident
000240,99,30.000,accident
000241,235,30.000,accident
000242,171,30.000,accident
000243,150,30.000,accident
000244,134,30.000,accident
000245,222,30.000,accident
000246,86,30.000,accident
000247,150,30.000,accident
000248,149,30.000,accident
000249,98,30.000,accident
000250,72,30.000,accident
000251,176,30.000,accident
000252,101,30.000,accident
000253,107,30.000,accident
000254,109,30.000,accident
000255,146,30.000,accident
000256,158,30.000,accident
000257,167,30.000,accident
000258,80,30.000,accident
000259,381,30.000,accident
000260,110,30.000,accident
000261,165,30.000,accident
000262,50,30.000,accident
000263,103,30.000,accident
000264,116,30.000,accident
000265,114,30.000,accident
000266,148,30.000,accident
000267,117,30.000,accident
000268,66,30.000,accident
000269,192,30.000,accident
000270,167,30.000,accident
000271,170,30.000,accident
000272,75,30.000,accident
000273,121,30.000,accident
000274,107,30.000,accident
000275,123,30.000,accident
000276,113,30.000,accident
000277,70,30.000,accident
000278,91,30.000,accident
000279,114,30.000,accident
000280,115,30.000,accident
000281,174,30.000,accident
000282,125,30.000,accident
000283,93,30.000,accident
000284,64,30.000,accident
000285,121,30.000,accident
000286,503,30.000,accident
000287,423,30.000,accident
000288,429,30.000,accident
000289,191,30.000,accident
000290,244,30.000,accident
000291,587,30.000,accident
000292,144,30.000,accident
000293,138,30.000,accident
000294,363,30.000,accident
000295,363,30.000,accident
000296,340,30.000,accident
000297,367,30.000,accident
000298,127,30.000,accident
000299,250,30.000,accident
000300,107,30.000,accident
000301,265,30.000,accident
000302,184,30.000,accident
000303,217,30.000,accident
000304,62,30.000,accident
000305,83,30.000,accident
000306,299,30.000,accident
000307,110,30.000,accident
000308,118,30.000,accident
000309,211,30.000,accident
000310,160,30.000,accident
000311,198,30.000,accident
000312,186,30.000,accident
000313,87,30.000,accident
000314,173,30.000,accident
000315,128,30.000,accident
000316,204,30.000,accident
000317,228,30.000,accident
000318,163,30.000,accident
000319,153,30.000,accident
000320,248,30.000,accident
000321,3323,30.000,accident
000322,126,30.000,accident
000323,225,30.000,accident
000324,191,30.000,accident
000325,241,30.000,accident
000326,118,30.000,accident
000327,219,30.000,accident
000328,221,30.000,accident
000329,277,30.000,accident
000330,297,30.000,accident
000331,168,30.000,accident
000332,104,30.000,accident
000333,154,30.000,accident
000334,600,30.000,accident
000335,597,30.000,accident
000336,310,30.000,accident
000337,404,30.000,accident
000338,537,30.000,accident
000339,157,30.000,accident
000340,289,30.000,accident
000341,145,30.000,accident
000342,67,30.000,accident
000343,3018,30.000,accident
000344,290,30.000,accident
000345,381,30.000,accident
000346,596,30.000,accident
000347,462,30.000,accident
000348,344,30.000,accident
000349,429,30.000,accident
000350,319,30.000,accident
000351,425,30.000,accident
000352,306,30.000,accident
000353,79,30.000,accident
000354,479,30.000,accident
000355,253,30.000,accident
000356,109,30.000,accident
000357,666,30.000,accident
000358,472,30.000,accident
000359,621,30.000,accident
000360,498,30.000,accident
000361,336,30.000,accident
000362,85,30.000,accident
000363,594,30.000,accident
000364,327,30.000,accident
000365,238,30.000,accident
000366,139,30.000,accident
000367,1177,30.000,accident
000368,1177,30.000,accident
000369,299,30.000,accident
000370,640,30.000,accident
000371,212,30.000,accident
000372,862,30.000,accident
000373,810,30.000,accident
000374,791,30.000,accident
000375,342,30.000,accident
000376,1065,30.000,accident
000377,1109,30.000,accident
000378,1241,30.000,accident
000379,603,30.000,accident
000380,402,30.000,accident
000381,228,30.000,accident
000382,375,30.000,accident
000383,379,30.000,accident
000384,423,30.000,accident
000385,713,30.000,accident
000386,2542,30.000,accident
000387,406,30.000,accident
000388,298,30.000,accident
000389,357,30.000,accident
000390,479,30.000,accident
000391,249,30.000,accident
000392,430,30.000,accident
000393,262,30.000,accident
000394,327,30.000,accident
000395,356,30.000,accident
000396,165,30.000,accident
000397,495,30.000,accident
000398,162,30.000,accident
000399,567,30.000,accident
000400,668,30.000,accident
000401,418,30.000,accident
000402,309,30.000,accident
000403,322,30.000,accident
000404,195,30.000,accident
000405,320,30.000,accident
000406,182,30.000,accident
000407,2530,30.000,accident
000408,1002,30.000,accident
000409,361,30.000,accident
000410,729,30.000,accident
000411,2617,30.000,accident
000412,1198,30.000,accident
000413,568,30.000,accident
000414,693,30.000,accident
000415,2271,30.000,accident
000416,427,30.000,accident
000417,371,30.000,accident
000418,1006,30.000,accident
000419,35,30.000,accident
000420,85,30.000,accident
000421,76,30.000,accident
000422,73,30.000,accident
000423,136,30.000,accident
000424,890,30.000,accident
000426,137,30.000,accident
000427,255,30.000,accident
000428,212,30.000,accident
000429,1175,30.000,accident
000430,143,30.000,accident
000431,267,30.000,accident
000432,778,30.000,accident
000433,361,30.000,accident
000434,299,30.000,accident
000435,209,30.000,accident
000436,237,30.000,accident
000437,262,30.000,accident
000438,112,30.000,accident
000439,108,30.000,accident
000440,83,30.000,accident
000441,151,30.000,accident
000442,100,30.000,accident
000443,97,30.000,accident
000444,144,30.000,accident
000445,282,30.000,accident
000446,134,30.000,accident
000447,134,30.000,accident
000448,147,30.000,accident
000449,230,30.000,accident
000450,212,30.000,accident
000451,180,30.000,accident
000452,236,30.000,accident
000453,298,30.000,accident
000454,336,30.000,accident
000455,351,30.000,accident
000456,339,30.000,accident
000457,328,30.000,accident
000458,348,30.000,accident
000459,375,30.000,accident
000460,306,30.000,accident
000461,290,30.000,accident
000462,272,30.000,accident
000463,229,30.000,accident
000464,336,30.000,accident
000465,167,30.000,accident
000466,222,30.000,accident
000467,344,30.000,accident
000468,160,30.000,accident
000469,306,30.000,accident
000470,247,30.000,accident
000471,300,30.000,accident
000472,317,30.000,accident
000473,339,30.000,accident
000474,289,30.000,accident
000475,334,30.000,accident
000476,4332,30.000,accident
000477,316,30.000,accident
000478,167,30.000,accident
000479,228,30.000,accident
000480,341,30.000,accident
000481,114,30.000,accident
000482,144,30.000,accident
000483,88,30.000,accident
000484,80,30.000,accident
000485,124,30.000,accident
000486,632,30.000,accident
000487,274,30.000,accident
000488,376,30.000,accident
000489,2076,30.000,accident
000490,1345,30.000,accident
000491,297,30.000,accident
000492,190,30.000,accident
000493,189,30.000,accident
000494,97,30.000,accident
000495,114,30.000,accident
000496,221,30.000,accident
000497,50,30.000,accident
000498,156,30.000,accident
000499,211,30.000,accident
000500,93,30.000,accident
000501,243,30.000,accident
000502,209,30.000,accident
000503,182,30.000,accident
000504,96,30.000,accident
000505,245,30.000,accident
000506,245,30.000,accident
000507,205,30.000,accident
000508,200,30.000,accident
000509,191,30.000,accident
000510,248,30.000,accident
000511,307,30.000,accident
000512,209,30.000,accident
000513,238,30.000,accident
000514,148,30.000,accident
000515,164,30.000,accident
000516,146,30.000,accident
000517,351,30.000,accident
000518,1023,30.000,accident
000519,281,30.000,accident
000520,262,30.000,accident
000521,69,30.000,accident
000522,118,30.000,accident
000523,206,30.000,accident
000524,367,30.000,accident
000525,213,30.000,accident
000526,234,30.000,accident
000527,340,30.000,accident
000528,137,30.000,accident
000529,379,30.000,accident
000530,447,30.000,accident
000531,552,30.000,accident
000532,275,30.000,accident
000533,204,30.000,accident
000534,143,30.000,accident
000535,62,30.000,accident
000536,39,30.000,accident
000537,280,30.000,accident
000538,305,30.000,accident
000539,129,30.000,accident
000540,353,30.000,accident
000541,142,30.000,accident
000542,301,30.000,accident
000543,98,30.000,accident
000544,296,30.000,accident
000545,508,30.000,accident
000546,547,30.000,accident
000547,340,30.000,accident
000548,232,30.000,accident
000549,382,30.000,accident
000550,398,30.000,accident
000551,197,30.000,accident
000552,139,30.000,accident
000553,67,30.000,accident
000554,47,30.000,accident
000555,219,30.000,accident
000556,437,30.000,accident
000557,386,30.000,accident
000558,773,30.000,accident
000559,2968,30.000,accident
000560,769,30.000,accident
000561,481,30.000,accident
000562,517,30.000,accident
000563,180,30.000,accident
000564,133,30.000,accident
000565,328,30.000,accident
000566,386,30.000,accident
000567,400,30.000,accident
000568,422,30.000,accident
000569,89,30.000,accident
000570,160,30.000,accident
000571,86,30.000,accident
000572,806,30.000,accident
000573,352,30.000,accident
000574,184,30.000,accident
000575,267,30.000,accident
000576,671,30.000,accident
000577,399,30.000,accident
000578,182,30.000,accident
000579,247,30.000,accident
000580,310,30.000,accident
000581,126,30.000,accident
000582,181,30.000,accident
000583,97,30.000,accident
000584,257,30.000,accident
000585,245,30.000,accident
000586,248,30.000,accident
000587,188,30.000,accident
000588,271,30.000,accident
000589,250,30.000,accident
000590,32475,30.000,accident
000591,398,30.000,accident
000592,1171,30.000,accident
000593,51,30.000,accident
000594,56,30.000,accident
000595,46,30.000,accident
000596,96,30.000,accident
000597,53,30.000,accident
000598,306,30.000,accident
000599,556,30.000,accident
000600,331,30.000,accident
000601,234,30.000,accident
000602,542,30.000,accident
000603,618,30.000,accident
000604,104,30.000,accident
000605,424,30.000,accident
000606,249,30.000,accident
000607,424,30.000,accident
000608,175,30.000,accident
000609,38,30.000,accident
000610,264,30.000,accident
000611,144,30.000,accident
000612,122,30.000,accident
000613,185,30.000,accident
000614,271,30.000,accident
000615,142,30.000,accident
000616,229,30.000,accident
000617,108,30.000,accident
000618,140,30.000,accident
000619,152,30.000,accident
000620,164,30.000,accident
000621,169,30.000,accident
000622,109,30.000,accident
000623,1192,30.000,accident
000624,169,30.000,accident
000625,194,30.000,accident
000626,179,30.000,accident
000627,324,30.000,accident
000628,365,30.000,accident
000629,9923,30.000,accident
000630,248,30.000,accident
000631,100,30.000,accident
000632,181,30.000,accident
000633,252,30.000,accident
000634,94,30.000,accident
000635,262,30.000,accident
000636,338,30.000,accident
000637,216,30.000,accident
000638,215,30.000,accident
000639,159,30.000,accident
000640,282,30.000,accident
000641,43,30.000,accident
000642,477,30.000,accident
000643,354,30.000,accident
000644,89,30.000,accident
000645,106,30.000,accident
000646,114,30.000,accident
000647,120,30.000,accident
000648,480,30.000,accident
000649,280,30.000,accident
000650,387,30.000,accident
000651,287,30.000,accident
000652,190,30.000,accident
000653,791,30.000,accident
000654,403,30.000,accident
000655,273,30.000,accident
000656,659,30.000,accident
000657,394,30.000,accident
000658,506,30.000,accident
000659,593,30.000,accident
000660,512,30.000,accident
000661,326,30.000,accident
000662,520,30.000,accident
000663,1124,30.000,accident
000664,530,30.000,accident
000665,368,30.000,accident
000666,392,30.000,accident
000667,612,30.000,accident
000668,775,30.000,accident
000669,459,30.000,accident
000670,931,30.000,accident
000671,687,30.000,accident
000672,492,30.000,accident
000673,629,30.000,accident
000674,6490,30.000,accident
000675,71,30.000,accident
000676,81,30.000,accident
000677,171,30.000,accident
000678,192,30.000,accident
000679,78,30.000,accident
000680,183,30.000,accident
000681,169,30.000,accident
000682,179,30.000,accident
000683,153,30.000,accident
000684,78,30.000,accident
000685,186,30.000,accident
000686,95,30.000,accident
000687,167,30.000,accident
000688,98,30.000,accident
000689,178,30.000,accident
000690,180,30.000,accident
000691,99,30.000,accident
000692,96,30.000,accident
000693,198,30.000,accident
000694,115,30.000,accident
000695,234,30.000,accident
000697,178,30.000,accident
000698,62,30.000,accident
000699,196,30.000,accident
000700,114,30.000,accident
000701,167,30.000,accident
000702,155,30.000,accident
000703,111,30.000,accident
000704,182,30.000,accident
000705,97,30.000,accident
000706,100,30.000,accident
000707,155,30.000,accident
000708,251,30.000,accident
000709,235,30.000,accident
000710,263,30.000,accident
000711,1176,30.000,accident
000712,266,30.000,accident
000713,1036,30.000,accident
000714,292,30.000,accident
000715,766,30.000,accident
000716,48,30.000,accident
000717,55,30.000,accident
000718,73,30.000,accident
000719,50,30.000,accident
000720,32,30.000,accident
000721,91,30.000,accident
000722,106,30.000,accident
000724,54,30.000,accident
000725,105,30.000,accident
000726,32,30.000,accident
000727,84,30.000,accident
000728,54,30.000,accident
000729,66,30.000,accident
000730,17,30.000,accident
000731,89,30.000,accident
000732,183,30.000,accident
000733,100,30.000,accident
000734,42,30.000,accident
000735,100,30.000,accident
000736,65,30.000,accident
000737,79,30.000,accident
000738,122,30.000,accident
000739,209,30.000,accident
000740,165,30.000,accident
000741,177,30.000,accident
000742,121,30.000,accident
000743,161,30.000,accident
000744,104,30.000,accident
000745,743,30.000,accident
000746,212,30.000,accident
000747,135,30.000,accident
000748,169,30.000,accident
000749,180,30.000,accident
000750,163,30.000,accident
000751,25,30.000,accident
000752,127,30.000,accident
000753,110,30.000,accident
000754,99,30.000,accident
000755,94,30.000,accident
000756,116,30.000,accident
000757,126,30.000,accident
000758,130,30.000,accident
000759,113,30.000,accident
000760,200,30.000,accident
000761,66,30.000,accident
000762,102,30.000,accident
000763,105,30.000,accident
000764,112,30.000,accident
000765,163,30.000,accident
000766,192,30.000,accident
000767,184,30.000,accident
000768,496,30.000,accident
000769,226,30.000,accident
000770,248,30.000,accident
000771,270,30.000,accident
000772,270,30.000,accident
000773,367,30.000,accident
000774,136,30.000,accident
000775,211,30.000,accident
000776,129,30.000,accident
000777,139,30.000,accident
000778,284,30.000,accident
000779,233,30.000,accident
000780,153,30.000,accident
000781,113,30.000,accident
000782,156,30.000,accident
000783,222,30.000,accident
000784,345,30.000,accident
000785,218,30.000,accident
000786,177,30.000,accident
000787,248,30.000,accident
000788,288,30.000,accident
000789,360,30.000,accident
000790,255,30.000,accident
000791,502,30.000,accident
000792,618,30.000,accident
000793,435,30.000,accident
000794,365,30.000,accident
000795,203,30.000,accident
000796,484,30.000,accident
000797,277,30.000,accident
000798,363,30.000,accident
000799,248,30.000,accident
000800,361,30.000,accident
000801,246,30.000,accident
000802,479,30.000,accident
000803,479,30.000,accident
000804,737,30.000,accident
000805,470,30.000,accident
000806,807,30.000,accident
000807,427,30.000,accident
000808,618,30.000,accident
000809,796,30.000,accident
000810,474,30.000,accident
000811,227,30.000,accident
000812,485,30.000,accident
000813,974,30.000,accident
000814,390,30.000,accident
000815,691,30.000,accident
000816,260,30.000,accident
000817,1215,30.000,accident
000818,344,30.000,accident
000819,152,30.000,accident
000820,458,30.000,accident
000821,1349,30.000,accident
000822,593,30.000,accident
000823,1707,30.000,accident
000824,125,30.000,accident
000825,241,30.000,accident
000826,185,30.000,accident
000827,235,30.000,accident
000828,416,30.000,accident
000829,417,30.000,accident
000830,357,30.000,accident
000831,408,30.000,accident
000832,385,30.000,accident
000833,353,30.000,accident
000834,229,30.000,accident
000835,478,30.000,accident
000836,213,30.000,accident
000837,380,30.000,accident
000838,441,30.000,accident
000839,455,30.000,accident
000840,609,30.000,accident
000841,302,30.000,accident
000842,305,30.000,accident
000843,456,30.000,accident
000844,219,30.000,accident
000845,270,30.000,accident
000846,190,30.000,accident
000847,230,30.000,accident
000848,159,30.000,accident
000849,285,30.000,accident
000850,182,30.000,accident
000851,104,30.000,accident
000852,118,30.000,accident
000853,115,30.000,accident
000854,439,30.000,accident
000855,451,30.000,accident
000856,258,30.000,accident
000857,283,30.000,accident
000858,222,30.000,accident
000859,230,30.000,accident
000860,110,30.000,accident
000861,253,30.000,accident
000862,247,30.000,accident
000863,328,30.000,accident
000864,315,30.000,accident
000865,326,30.000,accident
000866,392,30.000,accident
000867,333,30.000,accident
000868,240,30.000,accident
000869,123,30.000,accident
000870,294,30.000,accident
000871,185,30.000,accident
000872,96,30.000,accident
000873,71,30.000,accident
000874,85,30.000,accident
000875,295,30.000,accident
000876,135,30.000,accident
000877,177,30.000,accident
000878,247,30.000,accident
000879,796,30.000,accident
000880,343,30.000,accident
000881,238,30.000,accident
000882,412,30.000,accident
000883,110,30.000,accident
000884,120,30.000,accident
000885,137,30.000,accident
000886,360,30.000,accident
000887,1559,30.000,accident
000888,87,30.000,accident
000889,180,30.000,accident
000890,77,30.000,accident
000891,78,30.000,accident
000892,62,30.000,accident
000893,51,30.000,accident
000894,50,30.000,accident
000895,57,30.000,accident
000896,69,30.000,accident
000897,45,30.000,accident
000898,54,30.000,accident
000899,77,30.000,accident
000900,88,30.000,accident
000901,80,30.000,accident
000902,27,30.000,accident
000903,72,30.000,accident
000904,85,30.000,accident
000905,34,30.000,accident
000906,74,30.000,accident
000907,44,30.000,accident
000908,128,30.000,accident
000909,72,30.000,accident
000910,63,30.000,accident
000911,59,30.000,accident
000912,90,30.000,accident
000913,166,30.000,accident
000914,105,30.000,accident
000915,46,30.000,accident
000916,91,30.000,accident
000917,80,30.000,accident
000918,76,30.000,accident
000919,269,30.000,accident
000920,137,30.000,accident
000921,91,30.000,accident
000922,165,30.000,accident
000923,289,30.000,accident
000924,717,30.000,accident
000925,704,30.000,accident
000926,359,30.000,accident
000927,356,30.000,accident
000928,474,30.000,accident
000929,554,30.000,accident
000930,154,30.000,accident
000931,213,30.000,accident
000932,216,30.000,accident
000933,206,30.000,accident
000934,188,30.000,accident
000935,3134,30.000,accident
000936,307,30.000,accident
000937,236,30.000,accident
000938,158,30.000,accident
000939,370,30.000,accident
000940,207,30.000,accident
000941,236,30.000,accident
000942,622,30.000,accident
000943,324,30.000,accident
000944,316,30.000,accident
000945,287,30.000,accident
000946,206,30.000,accident
000947,352,30.000,accident
000948,377,30.000,accident
000949,231,30.000,accident
000950,227,30.000,accident
000951,319,30.000,accident
000952,316,30.000,accident
000953,345,30.000,accident
000954,542,30.000,accident
000955,239,30.000,accident
000956,355,30.000,accident
000957,405,30.000,accident
000958,408,30.000,accident
000959,4576,30.000,accident
000960,289,30.000,accident
000961,376,30.000,accident
000962,271,30.000,accident
000963,531,30.000,accident
000964,376,30.000,accident
000965,451,30.000,accident
000966,304,30.000,accident
000967,424,30.000,accident
000968,314,30.000,accident
000969,289,30.000,accident
000970,486,30.000,accident
000971,251,30.000,accident
000972,84,30.000,accident
000973,605,30.000,accident
000974,482,30.000,accident
000975,668,30.000,accident
000976,530,30.000,accident
000977,316,30.000,accident
000978,88,30.000,accident
000979,211,30.000,accident
000980,515,30.000,accident
000981,558,30.000,accident
000982,1140,30.000,accident
000983,260,30.000,accident
000984,319,30.000,accident
000985,291,30.000,accident
000986,336,30.000,accident
000987,325,30.000,accident
000988,316,30.000,accident
000989,313,30.000,accident
000990,379,30.000,accident
000991,471,30.000,accident
000992,395,30.000,accident
000993,331,30.000,accident
000994,335,30.000,accident
000995,372,30.000,accident
000996,401,30.000,accident
000997,425,30.000,accident
000998,239,30.000,accident
000999,338,30.000,accident
001000,355,30.000,accident
001001,4357,30.000,accident
001002,584,30.000,accident
001003,831,30.000,accident
001004,275,30.000,accident
001005,653,30.000,accident
001006,248,30.000,accident
001007,540,30.000,accident
001008,314,30.000,accident
001009,751,30.000,accident
001010,138,30.000,accident
001011,64,30.000,accident
001012,174,30.000,accident
001013,119,30.000,accident
001014,106,30.000,accident
001015,119,30.000,accident
001016,107,30.000,accident
001017,88,30.000,accident
001018,97,30.000,accident
001019,94,30.000,accident
001020,683,30.000,accident
001021,184,30.000,accident
001022,197,30.000,accident
001023,256,30.000,accident
001024,242,30.000,accident
001025,228,30.000,accident
001026,172,30.000,accident
001027,300,30.000,accident
001028,194,30.000,accident
001029,154,30.000,accident
001030,203,30.000,accident
001031,293,30.000,accident
001032,240,30.000,accident
001033,271,30.000,accident
001034,166,30.000,accident
001035,387,30.000,accident
001036,213,30.000,accident
001037,243,30.000,accident
001038,293,30.000,accident
001039,315,30.000,accident
001040,133,30.000,accident
001041,539,30.000,accident
001042,469,30.000,accident
001043,605,30.000,accident
001044,163,30.000,accident
001045,593,30.000,accident
001046,241,30.000,accident
001047,174,30.000,accident
001048,547,30.000,accident
001049,235,30.000,accident
001050,324,30.000,accident
001051,603,30.000,accident
001052,245,30.000,accident
001053,172,30.000,accident
001054,156,30.000,accident
001055,165,30.000,accident
001056,206,30.000,accident
001057,247,30.000,accident
001058,249,30.000,accident
001059,8607,30.000,accident
001060,283,30.000,accident
001061,238,30.000,accident
001062,179,30.000,accident
001063,284,30.000,accident
001064,219,30.000,accident
001065,297,30.000,accident
001066,213,30.000,accident
001067,273,30.000,accident
001068,372,30.000,accident
001069,202,30.000,accident
001070,214,30.000,accident
001071,279,30.000,accident
001072,302,30.000,accident
001073,176,30.000,accident
001074,159,30.000,accident
001075,459,30.000,accident
001076,393,30.000,accident
001077,103,30.000,accident
001078,562,30.000,accident
001079,173,30.000,accident
001080,426,30.000,accident
001081,151,30.000,accident
001082,325,30.000,accident
001083,555,30.000,accident
001084,240,30.000,accident
001085,169,30.000,accident
001086,163,30.000,accident
001087,165,30.000,accident
001088,226,30.000,accident
001089,102,30.000,accident
001090,86,30.000,accident
001091,80,30.000,accident
001092,55,30.000,accident
001093,58,30.000,accident
001094,74,30.000,accident
001095,97,30.000,accident
001096,119,30.000,accident
001097,108,30.000,accident
001098,43,30.000,accident
001099,120,30.000,accident
001100,26,30.000,accident
001101,93,30.000,accident
001102,75,30.000,accident
001103,103,30.000,accident
001104,95,30.000,accident
001105,192,30.000,accident
001106,123,30.000,accident
001107,96,30.000,accident
001108,371,30.000,accident
001109,504,30.000,accident
001110,440,30.000,accident
001111,400,30.000,accident
001112,1333,30.000,accident
001113,229,30.000,accident
001114,518,30.000,accident
001115,350,30.000,accident
001116,397,30.000,accident
001117,504,30.000,accident
001118,305,30.000,accident
001119,420,30.000,accident
001120,932,30.000,accident
001121,198,30.000,accident
001122,558,30.000,accident
001123,188,30.000,accident
001124,2109,30.000,accident
001125,3233,30.000,accident
001126,173,30.000,accident
001127,637,30.000,accident
001128,372,30.000,accident
001129,244,30.000,accident
001130,442,30.000,accident
001131,104,30.000,accident
001132,60,30.000,accident
001133,68,30.000,accident
001134,116,30.000,accident
001135,191,30.000,accident
001136,65,30.000,accident
001137,115,30.000,accident
001138,88,30.000,accident
001139,127,30.000,accident
001140,166,30.000,accident
001141,147,30.000,accident
001142,140,30.000,accident
001143,135,30.000,accident
001144,479,30.000,accident
001145,155,30.000,accident
001146,234,30.000,accident
001147,164,30.000,accident
001148,212,30.000,accident
001149,191,30.000,accident
001150,161,30.000,accident
001151,92,30.000,accident
001152,184,30.000,accident
001153,139,30.000,accident
001154,151,30.000,accident
001155,220,30.000,accident
001156,99,30.000,accident
001157,285,30.000,accident
001158,112,30.000,accident
001159,139,30.000,accident
001160,162,30.000,accident
001161,188,30.000,accident
001162,89,30.000,accident
